address,countyName,editDate,in4WeekTotleCount,next2WeekCount,next2WeekRange,next3WeekCount,next3WeekRange,nextWeekCount,nextWeekRange,orgName,payDetail,phone,strTeleconsultation,thisWeekCount,thisWeekRange,scraped_county_name,lat,lng
臺北市信義區松德路309號,臺北市,2025/11/17,0,0,,0,,0,,臺北市立聯合醫院松德院區,掛號費50元,02-27263141轉1394,是,0,,臺北市,25.030479982975,121.574885035667
臺北市大安區仁愛路四段10號,臺北市,尚未更新,0,0,,0,,0,,臺北市立聯合醫院仁愛院區,掛號費50元,02-27093600轉5546,是,0,,臺北市,25.03754001811,121.545302281876
臺北市信義區吳興街252號,臺北市,2025/11/14,0,0,,0,,0,,臺北醫學大學附設醫院,掛號費200元,02-27372181轉3661,是,0,,臺北市,25.026638011926,121.563637778891
臺北市北投區新民路60號,臺北市,2025/12/03,0,0,,0,,0,,三軍總醫院北投分院附設民眾診療服務處,無,02-28959808轉603156,是,0,,臺北市,25.139973789984,121.509680283028
臺北市大安區復興南路2段236號12樓之3,臺北市,2025/11/14,0,0,,0,,0,,捷思身心醫學診所,無,02-23221739,是,0,,臺北市,25.025107015402,121.54309700315
臺北市中山區南京西路5-1號12樓之1,臺北市,2025/11/23,0,0,,0,,0,,黃雅芬兒童心智診所,無,0910-222280  (LINE官方帳號：@childpsy),是,0,,臺北市,25.052611979215,121.521370020472
臺北市中山區復興北路282號2樓,臺北市,2025/11/14,0,0,,0,,0,,振芝心身醫學診所,掛號費300元,02-25069169、LINE ID:  @096jkbbo,是,0,,臺北市,25.058820119621,121.543910885949
臺北市松山區三民路84號.健康路345號及民生東路5段192號2樓之3,臺北市,2025/12/02,0,0,,0,,0,,李政洋身心診所,掛號費600元,02-27620086、02-27473339,是,0,,臺北市,25.058220981182,121.564261979221
臺北市信義區光復南路421號2樓,臺北市,2025/11/17,0,0,,0,,0,,伯特利身心診所,掛號費600元,02-27200938,是,0,,臺北市,25.036236003524,121.557726022581
臺北市北投區石牌路一段69號,臺北市,2025/11/21,0,0,,0,,0,,石牌鄭身心醫學診所,掛號費：健保250元；自費850元,02-28227660,是,0,,臺北市,25.113578003418,121.511015017289
臺北市中正區羅斯福路二段198號6樓之5,臺北市,2025/12/01,0,0,,0,,0,,暖心全人諮商中心心理諮商所,無,02-23661099,是,0,,臺北市,25.024807991006,121.523847040499
臺北市中正區和平西路一段17號3樓,臺北市,2025/11/19,0,0,,0,,0,,好窩心理諮商所,無,02-23568846,是,0,,臺北市,25.027033009113,121.521195006334
臺北市中正區寧波西街87號7樓之2,臺北市,2025/11/14,0,0,,0,,0,,點晴心理諮商所,無,0976-710756,是,0,,臺北市,25.03000690836,121.515846597737
臺北市中正區博愛路76號10樓之2,臺北市,2025/11/27,0,0,,0,,0,,擁抱心理博愛館心理諮商所,無,02-23715808,是,0,,臺北市,25.044675993288,121.511329003382
臺北市中山區松江路206號9樓之1,臺北市,2025/11/14,0,0,,0,,0,,蘊寬心理諮商所,無,0919-915355,是,0,,臺北市,25.057535886326,121.532907207279
臺北市中山區松江路289之910號9樓,臺北市,2025/11/24,0,0,,0,,0,,點亮心燈諮商中心心理諮商所,無,02-27849528、0968-138838,是,0,,臺北市,25.060431708144,121.533382461189
臺北市中山區吉林路231號3樓,臺北市,2025/11/25,0,0,,0,,0,,以賽亞心理諮商所,無,0933-569611,是,0,,臺北市,25.060923013399,121.530377967996
臺北市中山區復興北路280巷2號3樓,臺北市,2025/11/27,0,0,,0,,0,,綻芯心理諮商所,無,02-25016199,是,0,,臺北市,25.058771878399,121.543169440194
臺北市中山區南京東路二段176號11樓,臺北市,2025/12/03,0,0,,0,,0,,一二心理諮商所,無,0932-151618 ，Line ID@fawntaiwan,是,0,,臺北市,25.051660004562,121.534973011136
臺北市松山區民生東路五段69巷25號1樓,臺北市,2025/11/12,0,0,,0,,0,,象家園心理諮商所,無,02-27650285,是,0,,臺北市,25.059866013499,121.558055012281
臺北市大安區信義路四段265巷21弄26號,臺北市,2025/12/03,0,0,,0,,0,,格瑞思心理諮商所,無,02-2325-4648,是,0,,臺北市,25.033598009047,121.555830958092
臺北市大安區新生南路一段103巷9-1號1樓,臺北市,尚未更新,0,0,,0,,0,,拉第石心理諮商所,無,02-27527588轉16(星期日、一休息),是,0,,臺北市,25.040789011419,121.534020994573
臺北市大安區信義路四段187號7樓,臺北市,2025/12/03,0,0,,0,,0,,綻芯安和心理諮商所,無,02-27010030,是,0,,臺北市,25.033614982401,121.550970962993
臺北市大安區東豐街7號14樓,臺北市,2025/11/14,0,0,,0,,0,,格桑美度心理諮商所,無,02-27095598,是,0,,臺北市,25.036184999643,121.544150021646
臺北市大安區信義路四段155號8樓,臺北市,2025/12/01,0,0,,0,,0,,初和心理諮商所,無,02-27013392,是,0,,臺北市,25.033420019333,121.550029004714
臺北市大安區羅斯福路三段61號2樓,臺北市,2025/11/12,0,0,,0,,0,,心寓心理諮商所,無,0910-080536,是,0,,臺北市,25.023044019483,121.525846962596
臺北市大安區和平東路二段134-18號,臺北市,2025/11/24,0,0,,0,,0,,國立臺北教育大學心理諮商暨健康促進研究中心芳蘭心理諮商所,無,02-27321104轉86001,是,0,,臺北市,25.024518019065,121.545601012905
臺北市大安區信義路三段202號6樓之1,臺北市,2025/11/14,0,0,,0,,0,,毛蟲藝術心理諮商所,無,02-27551338,是,0,,臺北市,25.033181302731,121.543324320364
臺北市大安區和平東路二段66號6樓之1,臺北市,2025/12/03,0,0,,0,,0,,愛心理諮商所,無,02-29224977,是,0,,臺北市,25.025237982639,121.538960031019
臺北市大安區忠孝東路三段54號4樓之1,臺北市,2025/11/14,0,0,,0,,0,,中崙諮商中心心理諮商所,無,02-27319731,是,0,,臺北市,25.041725982466,121.535491012752
臺北市大安區東豐街7號5樓之2,臺北市,2025/11/20,0,0,,0,,0,,啟宗心理諮商所,無,02-23254066,是,0,,臺北市,25.036094014084,121.547998991584
臺北市大安區青田街5巷16號,臺北市,2025/11/18,0,0,,0,,0,,國立臺灣師範大學社區諮商中心心田心理諮商所,無,02-77495720,是,0,,臺北市,25.028530980939,121.532790028273
臺北市士林區中山北路七段141巷5號4樓,臺北市,2025/12/03,0,0,,0,,0,,我的心理諮商所,無,0970-608189,是,0,,臺北市,25.122995993645,121.531079030377
臺北市內湖區港華街57號,臺北市,2025/11/14,0,0,,0,,0,,詠安心理諮商所,無,02-26276655、0932-320628,是,0,,臺北市,25.083029989657,121.575261969853
臺北市內湖區成功路四段32號4樓,臺北市,2025/11/14,0,0,,0,,0,,擁抱心理諮商所,無,02-87920568,是,0,,臺北市,25.081711013374,121.591655966636
臺北市文山區木柵路二段62號2樓,臺北市,2025/11/18,0,0,,0,,0,,利伯他茲心理諮商所,無,02-29361183,是,0,,臺北市,24.988578010811,121.559282961096
臺北市文山區羅斯福路六段297號6樓,臺北市,2025/11/14,0,0,,0,,0,,依懷心理諮商所,無,0909-416020,是,0,,臺北市,24.994240992234,121.541351974728
臺北市中正區中山北路一段2號6樓之6,臺北市,2025/11/27,0,0,,0,,0,,冬青心理治療所,無,02-23882552,是,0,,臺北市,25.046081009808,121.519486020095
臺北市大同區承德路二段75巷5號1樓,臺北市,2025/11/27,0,0,,0,,0,,宇聯心理治療所,無,02-25565255,是,0,,臺北市,25.05584399917,121.518599969111
臺北市松山區民生東路五段202之3號1樓,臺北市,2025/11/14,0,0,,0,,0,,賦能心理治療所,無,02-27680668,是,0,,臺北市,25.058419003644,121.564395000024
臺北市松山區八德路三段106巷67號1樓,臺北市,2025/11/14,0,0,,0,,0,,聊聊心理治療所,無,02-25798519、line id:@bu.com.tw,是,0,,臺北市,25.044695020208,121.554460014009
臺北市大安區信義路四段58號12樓之3,臺北市,2025/12/03,0,0,,0,,0,,福樂心理治療所,無,0919-517774,是,0,,臺北市,25.032979005497,121.545377970461
臺北市大安區復興南路二段139號10樓,臺北市,2025/11/24,0,0,,0,,0,,力人心理治療所,無,02-27081412,是,0,,臺北市,25.028695014784,121.543768980328
臺北市大安區信義路三段190號6樓,臺北市,2025/11/14,0,0,,0,,0,,童伴心理治療所,無,02-27555429,是,0,,臺北市,25.033178997707,121.542871027041
臺北市士林區中山北路五段527號3樓,臺北市,2025/11/18,0,0,,0,,0,,展立心理治療所,無,02-28830823,是,0,,臺北市,25.094072979453,121.527841017362
臺北市士林區德行東路190巷31弄6號1樓,臺北市,2025/11/26,0,0,,0,,0,,沐昕天母心理治療所,無,0909-270237,是,0,,臺北市,25.107407791124,121.532103885679
臺北市北投區石牌路一段71巷3弄3號1樓,臺北市,2025/11/17,0,0,,0,,0,,天母愛舒眠心理治療所,無,02-28235600,是,0,,臺北市,25.113760476189,121.510998348958
臺北市文山區羅斯福路六段391號2樓,臺北市,2025/11/14,0,0,,0,,0,,拾月拾日心理治療所,無,0919-591010,是,0,,臺北市,24.992299994916,121.540822992819
臺北市大安區敦化南路二段59號7樓之1,臺北市,2025/12/01,0,0,,0,,0,,日好心理治療所,無,0979-659938,是,0,,臺北市,25.031196300421,121.549194334796
臺北市大同區南京西路41號8樓之2,臺北市,2025/11/27,0,0,,0,,0,,人生設計心理諮商所,無,0983-580856,是,0,,臺北市,25.053235006078,121.509366967487
臺北市松山區復興北路181號7樓之5,臺北市,2025/11/14,0,0,,0,,0,,財團法人加惠文教基金會附設心理諮商所,無,02-25582771,是,0,,臺北市,25.054746514677,121.544321766842
臺北市松山區健康路325巷24弄8號,臺北市,2025/11/24,0,0,,0,,0,,覓汨心理治療所,無,02-27587798,是,0,,臺北市,25.056428008273,121.568073984966
臺北市信義區基隆路一段149號12樓之2,臺北市,尚未更新,0,0,,0,,0,,荳點心理諮商所,無,0965-711589,是,0,,臺北市,25.042501979062,121.565585984646
臺北市中正區杭州南路一段131巷35-1號1樓,臺北市,2025/11/14,0,0,,0,,0,,開心心理諮商所,無,0971-252866,是,0,,臺北市,25.036125991045,121.527257972177
臺北市大安區忠孝東路四段153號6樓,臺北市,尚未更新,0,0,,0,,0,,大心診所,掛號費200元,02-27718821,是,0,,臺北市,25.041752008275,121.549917022488
臺北市中正區南昌路二段206號5樓之1,臺北市,2025/12/02,0,0,,0,,0,,大心古亭診所,掛號費200元,02-23676883,是,0,,臺北市,25.024036981642,121.524321959132
臺北市士林區福國路56巷17號1樓,臺北市,2025/12/01,0,0,,0,,0,,用心說心理治療所,無,0987-503531,是,0,,臺北市,25.102744980297,121.523199035564
臺北市中正區忠孝東路二段100號5樓之7,臺北市,2025/11/18,0,0,,0,,0,,捷思心理治療所,無,02-23210031、0919-003316,是,0,,臺北市,25.042762991527,121.530471007121
